"","AverageWorkTime","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"1923",7.91394995210728,33,"No","Non-Travel","Sales",15,"3","Other",1,"Male","4","Research Director","Single",194360,1,"Y",19,8,"2",10,4,10,6,0,"4","3","3","3","3"
"1924",10.2988064588979,29,"Yes","Travel_Rarely","Human Resources",3,"5","Life Sciences",1,"Male","1","Sales Executive","Single",27230,6,"Y",11,8,"1",3,2,0,0,0,"4","1","3","2","3"
"1925",7.5163455988456,33,"No","Travel_Rarely","Research & Development",2,"2","Technical Degree",1,"Male","2","Laboratory Technician","Single",34790,3,"Y",12,8,"0",5,3,3,0,2,"2","4","3","3","3"
"1926",6.99879711209006,45,"No","Travel_Rarely","Research & Development",26,"1","Medical",1,"Female","3","Healthcare Representative","Divorced",27940,3,"Y",19,8,"1",8,2,5,0,2,"4","4","3","3","3"
"1927",7.39539648622982,50,"No","Travel_Rarely","Sales",10,"1","Life Sciences",1,"Female","1","Manufacturing Director","Divorced",52490,9,"Y",21,8,"2",32,2,5,1,3,"4","4","2","2","4"
"1928",8.97515495867769,33,"No","Travel_Frequently","Sales",1,"3","Marketing",1,"Male","2","Human Resources","Married",21760,1,"Y",14,8,"1",6,2,6,1,2,"3","2","3","2","3"
"1929",7.89010795730228,41,"No","Travel_Frequently","Sales",11,"3","Other",1,"Male","1","Laboratory Technician","Divorced",168720,2,"Y",15,8,"1",21,2,18,0,11,"1","3","4","3","3"
"1930",7.09268101092896,27,"No","Travel_Rarely","Research & Development",20,"4","Other",1,"Male","2","Manufacturing Director","Married",34850,9,"Y",17,8,"2",4,2,2,2,2,"3","2","3","3","3"
"1931",8.69124203096539,45,"No","Non-Travel","Sales",2,"3","Medical",1,"Female","1","Sales Executive","Married",66440,1,"Y",12,8,"0",9,3,9,0,8,"4","1","3","4","3"
"1932",8.01566782407407,47,"No","Travel_Rarely","Sales",18,"4","Medical",1,"Female","2","Research Scientist","Single",55820,1,"Y",16,8,"0",9,3,9,0,7,"4","4","3","3","3"
"1933",10.4891977969349,30,"Yes","Travel_Rarely","Sales",2,"3","Life Sciences",1,"Male","2","Healthcare Representative","Married",40000,4,"Y",12,8,"0",7,5,5,0,1,"1","3","3","2","3"
"1934",9.49256083562902,50,"No","Travel_Rarely","Research & Development",1,"3","Technical Degree",1,"Female","2","Sales Executive","Married",134960,3,"Y",18,8,"1",22,3,12,1,5,"4","3","3","3","3"
"1935",7.6981253006253,38,"No","Travel_Frequently","Research & Development",13,"3","Technical Degree",1,"Male","1","Manufacturing Director","Married",32100,0,"Y",17,8,"2",3,5,2,0,2,"3","3","2","2","3"
"1936",6.90980305100182,46,"No","Travel_Rarely","Research & Development",28,"3","Medical",1,"Female","3","Human Resources","Divorced",190450,6,"Y",11,8,"3",13,2,8,0,7,"4","3","3","3","3"
"1937",6.55223628691983,24,"No","Travel_Rarely","Sales",28,"3","Life Sciences",1,"Female","1","Healthcare Representative","Divorced",118490,1,"Y",16,8,"1",5,3,4,3,2,"4","3","3","3","3"
"1938",9.33136517615176,35,"Yes","Travel_Rarely","Sales",24,"3","Medical",1,"Male","3","Healthcare Representative","Divorced",20700,1,"Y",13,8,"3",5,1,4,0,2,"3","2","1","2","3"
"1939",6.27269924988279,31,"No","Travel_Frequently","Research & Development",5,"2","Technical Degree",1,"Male","2","Sales Executive","Married",65020,1,"Y",12,8,"0",4,3,4,0,3,"3","1","3","3","3"
"1940",6.32185307017544,18,"No","Non-Travel","Sales",5,"4","Other",1,"Male","2","Manager","Single",32300,1,"Y",12,8,"1",0,3,0,0,0,"2","4","3","3","3"
"1941",6.60027427637722,54,"No","Travel_Rarely","Sales",23,"3","Medical",1,"Female","1","Laboratory Technician","Married",136030,8,"Y",13,8,"1",22,2,10,0,8,"3","3","3","3","3"
"1942",9.59884490740741,35,"No","Travel_Rarely","Research & Development",6,"4","Medical",1,"Female","1","Manufacturing Director","Divorced",119960,1,"Y",19,8,"2",16,3,16,10,1,"3","3","2","3","3"
"1943",10.0987465846995,30,"No","Travel_Rarely","Research & Development",4,"3","Life Sciences",1,"Female","5","Healthcare Representative","Married",56050,0,"Y",12,8,"1",9,0,8,1,7,"2","1","2","2","3"
"1944",8.31152717127608,20,"Yes","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Female","2","Research Scientist","Single",63970,1,"Y",17,8,"1",1,3,1,0,0,"4","1","3","3","3"
"1945",7.59495867768595,30,"Yes","Travel_Frequently","Research & Development",8,"4","Medical",1,"Male","1","Sales Executive","Single",191440,0,"Y",11,8,"0",4,3,3,1,2,"2","2","3","3","3"
"1946",7.93971149260849,26,"No","Travel_Rarely","Sales",1,"3","Marketing",1,"Female","2","Research Scientist","Married",175840,1,"Y",20,8,"0",8,2,8,1,3,"4","4","3","3","4"
"1947",7.30246647509579,22,"No","Travel_Rarely","Research & Development",8,"3","Other",1,"Male","2","Sales Representative","Married",49070,1,"Y",21,8,"1",4,2,4,1,1,"2","1","2","3","4"
"1948",8.01855910165485,48,"No","Travel_Rarely","Human Resources",2,"4","Medical",1,"Male","2","Sales Executive","Single",45540,2,"Y",11,8,"2",19,3,2,2,2,"1","3","3","3","3"
"1949",6.50123188405797,48,"No","Travel_Rarely","Sales",3,"3","Medical",1,"Male","1","Research Director","Single",54150,7,"Y",11,8,"1",27,1,15,4,8,"3","3","3","3","3"
"1950",6.91251935336976,41,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","2","Research Scientist","Single",47410,6,"Y",16,8,"0",8,3,2,2,1,"4","3","3","3","3"
"1951",7.0958231292517,39,"No","Travel_Rarely","Sales",2,"3","Life Sciences",1,"Male","3","Human Resources","Married",21150,1,"Y",18,8,"0",21,3,21,11,8,"4","4","3","4","3"
"1952",7.29877893518518,27,"No","Travel_Rarely","Research & Development",3,"3","Life Sciences",1,"Male","2","Human Resources","Married",31610,0,"Y",13,8,"2",4,0,3,2,2,"1","4","3","3","3"
"1953",6.93299475441106,35,"No","Travel_Rarely","Sales",24,"3","Medical",1,"Male","5","Sales Executive","Divorced",57450,1,"Y",17,8,"3",3,4,3,1,2,"2","4","2","3","3"
"1955",6.18222946859903,50,"No","Travel_Rarely","Sales",27,"3","Medical",1,"Male","2","Sales Executive","Married",33100,4,"Y",22,8,"1",8,3,1,0,0,"1","4","3","4","4"
"1956",10.1149225865209,59,"No","Travel_Rarely","Research & Development",16,"4","Medical",1,"Female","5","Laboratory Technician","Single",186650,3,"Y",12,8,"0",30,3,5,4,3,"3","4","3","2","3"
"1957",6.59388082065468,37,"Yes","Travel_Rarely","Sales",15,"3","Marketing",1,"Male","2","Laboratory Technician","Married",44850,5,"Y",11,8,"1",15,2,1,0,0,"1","2","1","4","3"
"1958",8.58763145861911,55,"No","Travel_Frequently","Research & Development",26,"2","Life Sciences",1,"Female","2","Sales Executive","Married",27890,3,"Y",13,8,"1",17,2,8,6,7,"3","2","3","2","3"
"1959",6.28788817663818,41,"No","Non-Travel","Research & Development",19,"1","Life Sciences",1,"Male","2","Research Scientist","Divorced",58280,1,"Y",13,8,"0",21,0,21,5,10,"2","3","3","3","3"
"1960",8.39588957759412,38,"No","Travel_Rarely","Research & Development",24,"2","Other",1,"Female","1","Laboratory Technician","Single",23260,8,"Y",14,8,"0",19,3,1,0,0,"2","4","3","4","3"
"1961",7.7122782546495,26,"Yes","Non-Travel","Research & Development",21,"1","Life Sciences",1,"Female","1","Manufacturing Director","Single",135250,8,"Y",17,8,"1",7,4,2,2,2,"2","1","3","2","3"
"1962",6.01782407407407,52,"Yes","Travel_Rarely","Research & Development",5,"4","Medical",1,"Female","4","Human Resources","Married",14200,1,"Y",13,8,"1",33,2,32,6,9,"1","4","3","4","3"
"1963",10.9036431623932,44,"No","Travel_Rarely","Research & Development",16,"3","Life Sciences",1,"Female","1","Healthcare Representative","Married",80200,3,"Y",11,8,"1",23,2,12,11,11,"4","4","3","3","3"
"1964",6.50632702571567,50,"No","Non-Travel","Human Resources",2,"2","Life Sciences",1,"Male","1","Laboratory Technician","Married",36880,0,"Y",11,8,"0",19,3,18,0,13,"4","3","3","2","3"
"1965",7.77843444909344,36,"Yes","Travel_Rarely","Sales",2,"4","Technical Degree",1,"Male","4","Sales Executive","Single",54820,1,"Y",18,8,"0",18,3,17,15,14,"3","1","3","3","3"
"1966",10.819688697318,39,"No","Travel_Frequently","Sales",11,"3","Marketing",1,"Male","1","Sales Executive","Single",160150,1,"Y",11,8,"0",21,3,21,2,8,"4","1","3","4","3"
"1967",7.57904320987654,33,"No","Non-Travel","Sales",9,"2","Technical Degree",1,"Male","5","Sales Representative","Single",12000,0,"Y",11,8,"1",3,3,2,2,2,"2","4","2","3","3"
"1968",7.40339310829817,45,"No","Travel_Rarely","Research & Development",7,"2","Other",1,"Male","1","Human Resources","Married",56610,3,"Y",12,8,"0",26,2,9,1,1,"4","4","4","2","3"
"1969",7.22942307692308,32,"No","Non-Travel","Research & Development",15,"3","Medical",1,"Male","2","Manager","Single",69290,9,"Y",20,8,"0",10,6,8,7,7,"4","3","3","1","4"
"1970",7.09375417262756,34,"No","Travel_Rarely","Sales",6,"4","Marketing",1,"Male","2","Research Director","Divorced",96130,0,"Y",12,8,"1",16,5,15,0,9,"2","4","2","2","3"
"1971",8.10190900777321,59,"No","Travel_Rarely","Research & Development",5,"3","Life Sciences",1,"Male","2","Research Scientist","Married",56740,3,"Y",12,8,"0",14,6,6,0,4,"2","4","1","3","3"
"1972",6.70566643804298,45,"No","Travel_Rarely","Research & Development",16,"1","Medical",1,"Male","2","Sales Executive","Single",54840,1,"Y",20,8,"3",6,6,6,0,4,"2","2","3","3","4"
"1973",7.80246497584541,53,"No","Travel_Frequently","Sales",8,"2","Medical",1,"Male","2","Research Scientist","Married",120610,2,"Y",20,8,"1",30,2,15,6,12,"3","2","3","4","4"
"1974",6.08271712760796,36,"Yes","Travel_Rarely","Research & Development",7,"2","Life Sciences",1,"Female","1","Research Scientist","Divorced",56600,7,"Y",12,8,"0",9,3,1,0,0,"1","3","2","3","3"
"1975",8.19652089072544,26,"Yes","Travel_Frequently","Sales",2,"3","Life Sciences",1,"Male","2","Research Scientist","Married",48210,6,"Y",14,8,"2",6,2,3,1,2,"1","1","3","3","3"
"1976",9.19380871725384,34,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","1","Sales Representative","Married",64100,1,"Y",13,8,"1",1,5,1,0,0,"3","3","3","2","3"
"1977",7.83580463728191,28,"No","Travel_Rarely","Research & Development",10,"3","Other",1,"Male","2","Sales Representative","Married",52100,1,"Y",15,8,"0",1,1,1,0,0,"4","2","3","4","3"
"1978",7.57216550925926,38,"No","Travel_Frequently","Sales",9,"4","Medical",1,"Male","2","Research Scientist","Married",26950,3,"Y",14,8,"1",8,4,2,2,2,"3","3","3","1","3"
"1979",9.59578026196929,50,"No","Travel_Rarely","Research & Development",5,"4","Life Sciences",1,"Male","1","Sales Executive","Married",118780,2,"Y",13,8,"1",29,2,8,7,7,"2","3","2","3","3"
"1980",7.30825120772947,37,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Male","1","Laboratory Technician","Single",170680,3,"Y",23,8,"0",8,6,4,0,1,"4","2","2","3","4"
"1981",6.07739429695182,40,"No","Travel_Rarely","Human Resources",2,"3","Medical",1,"Male","5","Sales Executive","Married",24550,1,"Y",15,8,"1",8,2,7,7,5,"3","1","2","3","3"
"1982",7.70509728082513,26,"No","Travel_Frequently","Research & Development",3,"3","Medical",1,"Male","2","Laboratory Technician","Divorced",139640,1,"Y",11,8,"2",5,1,5,1,3,"1","3","3","2","3"
"1983",7.41658449074074,46,"No","Travel_Rarely","Research & Development",2,"1","Medical",1,"Female","3","Research Scientist","Divorced",49410,9,"Y",13,8,"2",23,2,2,2,2,"4","4","3","2","3"
"1984",7.66389616690927,54,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Female","2","Manufacturing Director","Married",24780,6,"Y",11,8,"0",13,0,9,7,0,"3","3","3","3","3"
"1985",6.90720229723394,56,"No","Travel_Frequently","Research & Development",1,"2","Life Sciences",1,"Female","2","Manufacturing Director","Married",52280,2,"Y",11,8,"0",18,4,5,0,3,"1","3","3","3","3"
"1986",6.61543514544587,36,"No","Travel_Rarely","Research & Development",4,"2","Life Sciences",1,"Female","2","Human Resources","Single",44780,0,"Y",18,8,"1",15,3,14,7,8,"4","4","2","3","3"
"1987",6.07912649219467,55,"No","Non-Travel","Research & Development",2,"3","Medical",1,"Female","2","Manager","Single",75470,7,"Y",16,8,"0",31,2,9,6,2,"3","1","4","2","3"
"1988",7.91731403013183,43,"No","Travel_Rarely","Sales",25,"2","Life Sciences",1,"Male","3","Research Scientist","Divorced",50550,5,"Y",22,8,"0",18,2,1,0,0,"3","4","3","2","4"
"1989",9.13118352326686,20,"Yes","Travel_Frequently","Sales",8,"3","Marketing",1,"Male","3","Sales Executive","Single",34640,1,"Y",20,8,"0",2,3,2,0,2,"4","4","3","2","4"
"1990",6.64519909394373,21,"Yes","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","1","Manager","Single",57750,1,"Y",18,8,"0",1,2,1,1,0,"3","1","2","3","3"
"1991",10.9708470507545,46,"No","Travel_Rarely","Sales",12,"3","Marketing",1,"Female","3","Healthcare Representative","Divorced",89430,8,"Y",12,8,"1",19,6,16,1,7,"4","1","3","3","3"
"1992",8.68511206485455,51,"Yes","Travel_Rarely","Sales",23,"3","Medical",1,"Female","2","Research Scientist","Married",192720,9,"Y",20,8,"0",18,2,10,2,7,"1","3","4","3","4"
"1993",7.39101239669422,28,"Yes","Non-Travel","Research & Development",19,"4","Life Sciences",1,"Female","4","Laboratory Technician","Single",52380,1,"Y",17,8,"1",10,4,10,1,9,"2","1","2","2","3"
"1994",7.49014692378329,26,"No","Travel_Rarely","Research & Development",5,"4","Medical",1,"Female","2","Sales Executive","Married",46820,1,"Y",11,8,"1",6,3,5,1,3,"1","1","3","1","3"
"1995",6.24018518518518,30,"No","Travel_Rarely","Research & Development",8,"3","Medical",1,"Female","1","Sales Executive","Married",183000,0,"Y",14,8,"0",7,6,6,0,2,"3","1","2","3","3"
"1996",7.89350566893424,41,"No","Travel_Rarely","Sales",1,"4","Life Sciences",1,"Female","1","Research Director","Married",52570,1,"Y",14,8,"0",10,2,10,0,8,"2","3","3","4","3"
"1998",7.92389604196471,40,"No","Travel_Rarely","Sales",1,"4","Marketing",1,"Male","1","Sales Executive","Married",48690,4,"Y",12,8,"0",14,2,11,11,1,"1","4","3","3","3"
"1999",7.99145228215768,27,"No","Non-Travel","Sales",11,"3","Technical Degree",1,"Female","2","Laboratory Technician","Married",99850,1,"Y",14,8,"1",3,3,3,1,2,"1","3","3","2","3"
"2000",6.70406597222222,55,"No","Travel_Frequently","Research & Development",23,"5","Life Sciences",1,"Male","3","Laboratory Technician","Married",36970,3,"Y",13,8,"1",23,1,3,1,2,"4","2","3","3","3"
"2001",6.56814279155188,28,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Male","2","Healthcare Representative","Single",74570,3,"Y",11,8,"2",10,1,8,1,7,"3","3","4","4","3"
"2002",6.17137918486172,44,"Yes","Travel_Rarely","Research & Development",18,"4","Life Sciences",1,"Female","2","Sales Executive","Married",21190,9,"Y",15,8,"0",24,3,20,3,6,"2","1","3","3","3"
"2003",6.38026748971193,33,"No","Travel_Rarely","Sales",23,"4","Marketing",1,"Female","4","Sales Executive","Divorced",39830,4,"Y",12,8,"0",9,3,3,1,2,"4","4","3","3","3"
"2004",9.78184322033898,35,"Yes","Travel_Rarely","Sales",7,"4","Life Sciences",1,"Male","3","Sales Representative","Single",61180,0,"Y",21,8,"1",9,3,8,4,7,"4","1","3","2","4"
"2005",7.7785142923006,33,"Yes","Travel_Frequently","Research & Development",1,"2","Life Sciences",1,"Female","1","Sales Executive","Single",62140,1,"Y",19,8,"2",14,3,13,3,8,"1","3","3","3","3"
"2006",6.70953319502075,28,"No","Travel_Rarely","Human Resources",1,"1","Human Resources",1,"Male","2","Research Scientist","Divorced",63470,1,"Y",15,8,"1",4,2,4,2,2,"1","3","2","3","3"
"2007",6.72114495798319,34,"No","Travel_Frequently","Sales",29,"4","Marketing",1,"Male","1","Research Scientist","Single",115100,0,"Y",14,8,"1",7,5,6,0,4,"1","4","2","3","3"
"2008",10.5921459471767,37,"No","Travel_Rarely","Research & Development",7,"4","Life Sciences",1,"Male","4","Sales Executive","Divorced",71430,2,"Y",21,8,"0",8,6,1,0,0,"4","4","3","2","4"
"2009",10.8656742640076,25,"Yes","Travel_Rarely","Human Resources",25,"4","Human Resources",1,"Female","2","Research Scientist","Married",82680,1,"Y",12,8,"0",7,3,7,5,6,"4","4","4","2","3"
"2010",7.78967930376729,26,"Yes","Travel_Rarely","Sales",8,"2","Marketing",1,"Male","2","Sales Executive","Divorced",80950,1,"Y",15,8,"0",1,3,1,0,0,"1","3","2","4","3"
"2011",10.2162154195011,33,"Yes","Travel_Rarely","Research & Development",8,"2","Life Sciences",1,"Male","4","Manufacturing Director","Single",29040,4,"Y",13,8,"0",5,2,2,2,2,"1","2","3","3","3"
"2012",6.80823842592593,42,"No","Travel_Rarely","Research & Development",11,"1","Life Sciences",1,"Male","4","Research Scientist","Married",60320,0,"Y",14,8,"0",23,2,22,13,7,"4","1","3","2","3"
"2013",6.28126113455227,28,"Yes","Travel_Frequently","Research & Development",7,"3","Life Sciences",1,"Male","2","Manager","Divorced",29760,1,"Y",14,8,"0",1,3,1,0,0,"1","2","3","3","3"
"2014",10.5087856125356,50,"Yes","Travel_Frequently","Research & Development",1,"4","Medical",1,"Male","2","Research Scientist","Single",159920,3,"Y",14,8,"0",5,3,0,0,0,"4","3","3","3","3"
"2015",8.00819915254237,33,"No","Travel_Frequently","Sales",9,"3","Medical",1,"Female","2","Research Scientist","Married",46490,0,"Y",12,8,"0",4,2,3,0,2,"4","2","3","2","3"
"2016",7.10496799268404,34,"No","Non-Travel","Sales",1,"1","Marketing",1,"Female","2","Research Director","Married",26960,3,"Y",23,8,"0",6,3,0,0,0,"3","4","3","3","4"
"2018",6.02028591352859,45,"No","Non-Travel","Research & Development",1,"3","Medical",1,"Female","2","Human Resources","Married",125040,1,"Y",12,8,"1",15,2,15,4,12,"2","3","3","3","3"
"2019",8.01319141193595,52,"No","Travel_Rarely","Sales",1,"3","Life Sciences",1,"Male","1","Sales Executive","Single",59740,7,"Y",18,8,"1",18,6,8,4,0,"2","2","3","3","3"
"2020",10.6924616457462,38,"No","Travel_Rarely","Research & Development",6,"2","Medical",1,"Male","1","Research Scientist","Divorced",47360,0,"Y",11,8,"1",9,3,8,2,7,"3","3","3","2","3"
"2021",6.31456611570248,29,"No","Travel_Rarely","Research & Development",8,"3","Medical",1,"Female","4","Research Scientist","Divorced",52960,4,"Y",14,8,"0",11,3,7,1,7,"3","4","3","4","3"
"2022",6.90915110153257,28,"No","Travel_Rarely","Human Resources",1,"3","Human Resources",1,"Female","4","Laboratory Technician","Divorced",67810,0,"Y",15,8,"1",10,2,9,1,7,"4","2","2","3","3"
"2023",6.39341322517207,46,"No","Travel_Rarely","Research & Development",6,"4","Medical",1,"Male","3","Sales Executive","Married",21740,3,"Y",11,8,"1",23,3,12,4,9,"1","3","3","3","3"
"2024",7.37847643097643,38,"No","Travel_Rarely","Research & Development",7,"4","Medical",1,"Male","1","Sales Executive","Single",66530,7,"Y",20,8,"1",10,2,1,0,0,"4","2","3","3","4"
"2025",7.07016988062443,43,"No","Travel_Frequently","Research & Development",5,"3","Medical",1,"Female","2","Laboratory Technician","Married",96990,8,"Y",19,8,"1",18,3,8,0,1,"3","1","3","3","3"
"2026",7.2104051431344,39,"Yes","Travel_Frequently","Sales",1,"3","Marketing",1,"Male","2","Healthcare Representative","Divorced",67550,7,"Y",14,8,"1",21,2,18,11,5,"1","4","3","3","3"
"2027",6.00847508001829,40,"No","Travel_Rarely","Research & Development",1,"1","Life Sciences",1,"Male","1","Healthcare Representative","Single",22130,1,"Y",17,8,"0",21,4,20,4,9,"3","3","4","3","3"
"2028",10.5078150553151,21,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Female","1","Research Scientist","Single",26100,1,"Y",11,8,"1",2,3,2,2,2,"4","2","4","2","3"
"2029",6.21214220393233,39,"No","Non-Travel","Research & Development",6,"3","Life Sciences",1,"Male","1","Laboratory Technician","Single",28510,9,"Y",15,8,"0",9,2,5,0,3,"3","2","2","3","3"
"2030",7.21404346815435,36,"No","Non-Travel","Research & Development",1,"3","Medical",1,"Male","3","Sales Representative","Single",34520,2,"Y",13,8,"3",18,4,11,0,9,"1","4","3","4","3"
"2031",6.6114949285385,31,"No","Travel_Frequently","Research & Development",7,"3","Life Sciences",1,"Male","1","Sales Executive","Married",52580,0,"Y",14,8,"3",3,5,2,2,2,"3","4","3","3","3"
